Amount,Frequency,Recency
-0.7236539135397572,-0.7527998505073881,2.301343354081818
1.7314155315048434,1.0423452238206623,-0.9063600293557639
0.30009295639341244,-0.46358203297675776,-0.18363673617383966
0.27748467187512466,-0.04471484896687937,-0.7380546049161377
-0.5331724234184311,-0.6032044276467172,2.1429382487268755
0.15664512847100387,0.17469177122877122,-0.5697491804765115
-0.6729575839321076,-0.7328537941259653,1.0935044257503825
-0.10880427108473538,-0.19431027182755023,1.3707133601215318
-0.4619697132953279,-0.6430965404095628,1.1925076165972215
0.877797569031414,-0.18433724363683884,-0.698453328577402
2.8123695068593184,0.5337207860943813,-0.5994501377305632
-0.05830161284862074,-0.5832583712652945,-0.9063600293557639
2.8339353837014096,1.7604032535518825,-0.8469581148476605
0.7927131785427103,0.5137747297129585,-0.4113440751215692
-0.6154827563207386,-0.673015624981697,1.9152309097791458
2.212506610831011,1.9598638173661103,-0.89645971027108
-0.4092227456361329,-0.5433662585024489,0.1628744317900966
0.024316315761418603,0.07496148932165732,-0.8469581148476605
-0.5409819366647332,-0.5433662585024489,1.9548321861178815
-0.6274448116214199,-0.6630425967909855,-0.886559391186396
1.296047984511331,0.8927498009599913,-0.4212443942062531
0.35176903529235604,-0.14444513087399327,-0.48064630871435643
0.015737813245787147,-0.25414844097181855,-0.21333769342789133
-0.5159698486526894,-0.6331235122188514,2.152838567811559
-0.30046487808570005,-0.443635976595335,-0.6786526904080343
-0.4642368075856474,-0.5932313994560059,-0.89645971027108
0.20375853770525837,-0.004822736204033805,2.192439844150295
1.5597429492896386,1.4113472668769838,0.3608808134837745
-0.23931029441516924,-0.36385175106964385,-0.11433450258105239
0.8260360468803224,0.27442205313588514,-0.708353647662086
0.30392081408963073,0.13479965846592568,-0.8766590721017122
0.32405694051244394,0.22455691218232818,0.9053983631413887
-0.40115690263338777,-0.47355506116746915,-0.6390514140692988
-0.4947229599519553,-0.673015624981697,2.4201471830980243
0.8602703099075106,0.22455691218232818,-0.7677555621701894
-0.41045312846706017,-0.4536090047860464,-0.13413514075042018
-0.4611209769906605,0.22455691218232818,-0.708353647662086
0.17782935878682948,-0.13447210268328189,-0.21333769342789133
0.0011782830798148843,-0.5034741457396034,-0.2925402461053625
0.9842313801234278,0.8129655754343003,-0.7677555621701894
0.6490773754655765,0.48385564514082435,-0.5697491804765115
0.20805348517988406,0.07496148932165732,-0.47074598962967257
-0.0921428369159292,-0.18433724363683884,0.2519773035522517
-0.6756348058327363,-0.722880765935254,2.0736360151340882
-0.5951472623095804,-0.6630425967909855,2.271642396827766
-0.4902799108402737,-0.7129077377445425,-0.431144713290937
0.2506213133998806,-0.2342023845903958,0.5489868760927684
1.145132416351213,0.3043411377080193,-0.708353647662086
0.2493282721840445,-0.004822736204033805,-0.431144713290937
0.8955355881772812,0.3542062786615763,-0.5994501377305632
5.574613139591802,0.36417930685228767,-0.14403545983510407
-0.33569597905461157,-0.4935011175488919,2.05383537696472
-0.02479646557309328,-0.16439118725541604,-0.18363673617383966
-0.32825102368413983,-0.37382477926035523,-0.2628392888513108
-0.4032929839370809,-0.5932313994560059,1.2222085738512731
1.31490815836874,1.2019136748720445,-0.89645971027108
-0.342816250066922,-0.4336629484046236,0.1925753890441483
-0.38165875249327713,-0.48352808935818054,-0.2925402461053625
-0.26438504081212094,-0.3139866101160869,-0.7677555621701894
-0.26592871556759007,-0.3837978074510667,0.02426996460452211
0.32963923298609543,0.48385564514082435,-0.9162603484404478
0.2794270818072828,-0.47355506116746915,0.6875913432783429
-0.28094394307835,-0.41371689202320083,-0.15393577891978796
-0.39171827137946924,-0.47355506116746915,1.0044015539882276
-0.32015100338053554,-0.4236899202139122,-0.8073568385089249
3.7633699919139203,2.2191625503246066,-0.6687523713233504
1.4126552388257367,0.19463782761019402,-0.8370577957629766
-0.5776029145352476,-0.6630425967909855,-0.5004469468837243
2.9312609441144732,1.620780858881923,-0.5697491804765115
2.1582444495003963,0.3043411377080193,-0.5004469468837243
6.895531640494749,3.4159259332099734,-0.9162603484404478
-0.2877850994669778,-0.2342023845903958,-0.08463354532700072
3.7364211901865243,-0.41371689202320083,-0.13413514075042018
-0.4337107817016706,-0.6131774558374287,0.06387124094325769
2.0655897868714024,1.2318327594441787,-0.9063600293557639
0.9321508698309859,0.2046108558009054,-0.7875562003395572
-0.6247960708048406,-0.6630425967909855,2.707256436553857
-0.6256448071095079,-0.6530695686002742,-0.89645971027108
2.1275646257625525,0.9924800828671052,-0.7182539667467699
-0.6476663812963812,-0.7328537941259653,-0.708353647662086
-0.1527164064718558,-0.19431027182755023,-0.35194216061346584
-0.4522348787672972,-0.5134471739303147,1.4796168700530545
-0.46763744902112686,-0.5533392866931602,-0.49054662779904035
1.5931626533130185,1.1321024775370647,-0.708353647662086
-0.6109371753064796,-0.6929616813631198,0.6182891096855557
4.365072765971809,2.767679100813733,-0.8172571575936088
-0.47953114972009003,-0.5433662585024489,-0.7578552430855054
-0.3208801191321962,-0.3439056946882211,0.40048208982251005
-0.7236539135397572,-0.47355506116746915,-0.4014437560368853
0.6815230264144702,0.12482663027521428,-0.20343737434320744
1.0728702099014762,0.5137747297129585,-0.49054662779904035
0.3687551538193234,-0.09457998992043633,-0.35194216061346584
-0.18399433297473247,-0.39377083564177806,-0.22323801251257522
-0.25264513796702376,-0.4236899202139122,0.004469326435154323
-0.08339344789600245,-0.054687877157590756,-0.9063600293557639
0.01892199844249202,0.10488057389379149,-0.47074598962967257
-0.03324395510209835,-0.48352808935818054,-0.8271574766782928
-0.30561425808180276,-0.26412146916253,-0.8469581148476605
-0.3112250316395034,-0.37382477926035523,0.4895849615846651
2.8247929557216023,3.126708115679343,-0.6192507758999309
0.898759646891655,1.012426139248528,-0.6390514140692988
3.3300416905383314,3.7849279762662946,-0.7578552430855054
-0.31160098194895336,-0.41371689202320083,-0.3915434369522014
3.005419990761892,1.8601335354589963,-0.9162603484404478
6.748079372155018,2.2989467758502977,-0.698453328577402
-0.33574724500590003,-0.41371689202320083,-0.886559391186396
-0.45177348520569943,-0.4236899202139122,-0.886559391186396
1.1456336834304799,0.7631004344807433,-0.6489517331539827
2.461021157811071,1.4013742386862724,-0.698453328577402
0.6019297889304627,0.03506937655881176,-0.7578552430855054
1.836949340340904,2.717813959860176,-0.5994501377305632
0.01609097868799755,-0.2242293563996844,-0.8271574766782928
-0.5328705239275092,-0.62315048402814,2.4003465449286567
2.3625164805183627,1.67064599983548,-0.8766590721017122
-0.461400091614343,-0.5134471739303147,-0.5400482232224598
-0.573723790887741,-0.5732853430745831,-0.30244056519004636
-0.4862412931220913,-0.5433662585024489,0.7172923005323947
-0.07465545130969461,0.06498846113094593,-0.8271574766782928
-0.12948153810448468,-0.6331235122188514,-0.11433450258105239
-0.4936976409261827,-0.5433662585024489,-0.7182539667467699
1.6723286745362886,-0.1244990744925705,-0.698453328577402
0.466673120780615,0.8229386036250116,2.192439844150295
1.3975431756292087,0.6932892371457635,0.02426996460452211
-1.3650479263286717,-0.7627728786980995,2.4201471830980243
-0.6587170419074869,-0.62315048402814,-0.7479549240008215
-0.7262172111041889,-0.7627728786980995,2.05383537696472
-0.6817867199873724,-0.5433662585024489,1.3806136792062156
-0.007035661559986355,-0.5433662585024489,0.40048208982251005
-0.4967906866539303,-0.08460696172972493,-0.6687523713233504
-0.6231156868459352,-0.7029347095538312,1.8855299525250941
-0.16396073845449616,-0.443635976595335,0.4895849615846651
-0.6450290329134215,-0.4336629484046236,-0.27273960793599467
-0.3894056073546708,-0.41371689202320083,-0.08463354532700072
-0.14396132123511882,-0.26412146916253,1.717224528085468
-0.5050900745458792,-0.6131774558374287,2.568651969368283
0.023723909213194276,-0.5134471739303147,-0.15393577891978796
0.6804008717029315,2.079540155654647,-0.6489517331539827
0.4479952258611223,0.4639095887594016,-0.9162603484404478
-0.529504059792889,-0.5932313994560059,-0.2925402461053625
0.7473997738203669,0.7730734626714547,-0.14403545983510407
-0.38206318388677635,-0.39377083564177806,0.4895849615846651
-0.6138764231803614,-0.6530695686002742,-0.5400482232224598
0.2706606041369268,0.32428719408944207,-0.9063600293557639
1.8315094532874985,0.6633701525736294,-0.8370577957629766
0.026344168945724816,-0.06466090534830216,-0.9162603484404478
-0.5250211371635383,-0.5932313994560059,-0.11433450258105239
0.37131845138375563,0.17469177122877122,-0.8370577957629766
0.20120093635763636,-0.09457998992043633,-0.33214152244409806
-0.6523258866468371,-0.6032044276467172,-0.7776558812548733
-0.5243831608808354,-0.6131774558374287,-0.6291510949846149
-0.10323337104470379,-0.14444513087399327,0.3707811325684584
-0.3156054223662766,-0.4336629484046236,-0.015331311734213465
1.6156797983623499,1.949890789175399,-0.8469581148476605
-0.5163401027453295,-0.5633123148838717,-0.6390514140692988
1.470813612454286,1.9598638173661103,-0.708353647662086
6.857463823554533,4.024280652843368,-0.7281542858314538
-0.164752512591065,-0.25414844097181855,-0.6291510949846149
-0.5210394816134544,-0.5732853430745831,-0.6291510949846149
-0.15381008009934663,-0.2740944973532414,-0.18363673617383966
-0.0734307646955777,-0.07463393353901354,-0.46084567054498865
-0.6052865282311102,-0.6929616813631198,1.0341025112422793
-0.6694259295100017,-0.722880765935254,0.7172923005323947
-0.17406582707516735,-0.20428330001826162,-0.14403545983510407
-0.6279574711343063,-0.673015624981697,2.6181535647917022
-0.4742621491709804,-0.5732853430745831,-0.5400482232224598
1.3567468708370762,1.1819676184906216,-0.8469581148476605
-0.3797676085124077,0.43399050418726737,-0.431144713290937
6.106656878282057,-0.443635976595335,-0.7677555621701894
-0.7236539135397572,-0.5533392866931602,-0.9063600293557639
-0.41821707197888336,-0.5533392866931602,2.152838567811559
0.47334339066494757,0.33426022228015345,-0.8766590721017122
-0.5875997750365314,-0.6131774558374287,2.0736360151340882
1.430507182307802,0.9027228291507028,-0.8469581148476605
-0.4633937674977899,-0.5633123148838717,1.6578226135773646
-0.6489366376449774,-0.673015624981697,1.8657293143557265
-0.5261660767423177,-0.5732853430745831,-0.20343737434320744
4.468413531336073,3.844766145410563,-0.698453328577402
1.591852523446752,1.1321024775370647,-0.9063600293557639
-0.4276727918832315,-0.4336629484046236,-0.5301479041377759
-0.15134361822068212,-0.15441815906470466,-0.8370577957629766
-0.6322068488744531,-0.4935011175488919,1.3212117646981123
-0.5992200573286217,-0.6630425967909855,2.202340163234979
0.02083023107379127,0.11485360208450288,-0.5697491804765115
-0.3845011646813913,0.703262265336475,-0.5796494995611954
0.844719638016624,0.424017475996556,-0.7182539667467699
-0.4896988967256692,-0.46358203297675776,-0.20343737434320744
-0.4868621807543647,-0.5333932303117375,1.5192181463917902
-0.6110340109922471,-0.62315048402814,-0.5301479041377759
-0.4323721707513563,-0.5533392866931602,1.440015593714319
3.3704107790697213,1.7304841689797483,-0.89645971027108
0.35518106916145525,0.48385564514082435,-0.886559391186396
0.40579765173376614,0.19463782761019402,1.3905139982908996
-0.6211561882633474,-0.6530695686002742,-0.7578552430855054
-0.6416283914779422,-0.7328537941259653,-0.8469581148476605
-0.6012422142961179,-0.673015624981697,-0.5400482232224598
-0.3552909648804895,-0.4236899202139122,-0.6390514140692988
4.893601938890392,-0.07463393353901354,0.9548999585648081
-0.4657007353057785,-0.5134471739303147,2.212240482319663
-0.4743874659407971,-0.5932313994560059,-0.015331311734213465
-0.48549508872000124,-0.5633123148838717,0.15297411270541272
1.1676153840996826,0.4140444478058446,-0.5499485423071437
-0.3714739168372685,-0.5034741457396034,-0.4212443942062531
1.3743367883458877,1.3614821259234269,-0.7380546049161377
0.9867377155197611,0.5536668424758041,-0.8271574766782928
-0.13547395818844465,-0.15441815906470466,-0.6390514140692988
0.7465624299493197,-0.1244990744925705,-0.6390514140692988
-0.39922018891803934,-0.48352808935818054,0.9548999585648081
